Statistical profiling result from autocannon-fork-scl-v8.log, (20239 ticks, 26 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *get node:internal/console/constructor:202:14
      1    0.0%    0.0%  LazyCompile: *get data /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/session/cookie.js:117:11
      1    0.0%    0.0%  LazyCompile: *get /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_duplex.js:120:20
      1    0.0%    0.0%  LazyCompile: *fromStringFast node:buffer:412:24
      1    0.0%    0.0%  LazyCompile: *format /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/fecha/lib/fecha.umd.js:246:25
      1    0.0%    0.0%  LazyCompile: *emitStatistics node:internal/http:36:24
      1    0.0%    0.0%  LazyCompile: *createPool node:buffer:150:20
      1    0.0%    0.0%  LazyCompile: *clearRequestTimeout node:_http_server:774:29
      1    0.0%    0.0%  LazyCompile: *check /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/engine.io/build/server.js:470:23
      1    0.0%    0.0%  LazyCompile: *afterWrite node:internal/streams/writable:487:20
      1    0.0%    0.0%  LazyCompile: *_unrefTimer node:net:417:52
      1    0.0%    0.0%  LazyCompile: *Transform._read /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_transform.js:171:38
      1    0.0%    0.0%  LazyCompile: *OutgoingMessage node:_http_outgoing:97:25
      1    0.0%    0.0%  LazyCompile: *Module._resolveLookupPaths node:internal/modules/cjs/loader:667:38
      1    0.0%    0.0%  LazyCompile: *HH /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/fecha/lib/fecha.umd.js:125:20
      1    0.0%    0.0%  LazyCompile: *Cookie /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/session/cookie.js:25:46
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/logform/errors.js:14:25
      1    0.0%    0.0%  Function: ^writeHead /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/on-headers/index.js:28:29
      1    0.0%    0.0%  Function: ^writeGeneric node:internal/stream_base_commons:151:22
      1    0.0%    0.0%  Function: ^write node:buffer:592:12
      1    0.0%    0.0%  Function: ^urlencodedParser /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/body-parser/lib/types/urlencoded.js:79:36
      1    0.0%    0.0%  Function: ^update node:internal/crypto/hash:95:40
      1    0.0%    0.0%  Function: ^unenroll node:timers:78:18
      1    0.0%    0.0%  Function: ^tryStatSync node:internal/modules/esm/resolve:183:3
      1    0.0%    0.0%  Function: ^toJSON /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/session/cookie.js:147:19
      1    0.0%    0.0%  Function: ^statSync node:fs:1528:18
      1    0.0%    0.0%  Function: ^socketListenerWrap node:_http_server:1001:37
      1    0.0%    0.0%  Function: ^showAppInfo file:///home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/src/controllers/webServerController.js:27:28
      1    0.0%    0.0%  Function: ^shouldSetCookie /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/index.js:464:29
      1    0.0%    0.0%  Function: ^session /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/index.js:179:26
      1    0.0%    0.0%  Function: ^serveStatic /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/serve-static/index.js:72:31
      1    0.0%    0.0%  Function: ^restore /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:626:17
      1    0.0%    0.0%  Function: ^resolve /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:146:42
      1    0.0%    0.0%  Function: ^resOnFinish node:_http_server:788:21
      1    0.0%    0.0%  Function: ^pipe /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/send/index.js:510:43
      1    0.0%    0.0%  Function: ^parserOnMessageComplete node:_http_common:147:33
      1    0.0%    0.0%  Function: ^parseTemplateText /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:749:31
      1    0.0%    0.0%  Function: ^parse /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/vary/index.js:96:16
      1    0.0%    0.0%  Function: ^onstat /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/send/index.js:721:33
      1    0.0%    0.0%  Function: ^onStatError /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/send/index.js:416:57
      1    0.0%    0.0%  Function: ^nop node:internal/streams/writable:73:13
      1    0.0%    0.0%  Function: ^nop node:_http_outgoing:86:13
      1    0.0%    0.0%  Function: ^nextPart node:fs:2395:31
      1    0.0%    0.0%  Function: ^next /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/send/index.js:732:17
      1    0.0%    0.0%  Function: ^multiplication32 /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/faker/vendor/mersenne.js:88:29
      1    0.0%    0.0%  Function: ^listenerCount node:events:722:23
      1    0.0%    0.0%  Function: ^join node:path:1166:7
      1    0.0%    0.0%  Function: ^isUint8Array node:internal/util/types:13:22
      1    0.0%    0.0%  Function: ^isUint32 node:internal/validators:39:18
      1    0.0%    0.0%  Function: ^hasObserver node:internal/perf/observe:474:21
      1    0.0%    0.0%  Function: ^getEncodingOps node:buffer:678:24
      1    0.0%    0.0%  Function: ^get node:internal/bootstrap/pre_execution:315:8
      1    0.0%    0.0%  Function: ^fromStringFast node:buffer:412:24
      1    0.0%    0.0%  Function: ^fromOptions /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/write_concern.js:40:23
      1    0.0%    0.0%  Function: ^flow node:internal/streams/readable:1009:14
      1    0.0%    0.0%  Function: ^end /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/index.js:250:27
      1    0.0%    0.0%  Function: ^end /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/compression/index.js:92:28
      1    0.0%    0.0%  Function: ^emitStatistics node:internal/http:36:24
      1    0.0%    0.0%  Function: ^emitReadable_ node:internal/streams/readable:574:23
      1    0.0%    0.0%  Function: ^doWrite node:internal/streams/writable:398:17
      1    0.0%    0.0%  Function: ^digest node:internal/crypto/hash:115:40
      1    0.0%    0.0%  Function: ^debug /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/body-parser/node_modules/debug/src/debug.js:65:17
      1    0.0%    0.0%  Function: ^createWriteWrap node:internal/stream_base_commons:113:25
      1    0.0%    0.0%  Function: ^createPool node:buffer:150:20
      1    0.0%    0.0%  Function: ^checkIsHttpToken node:_http_common:221:26
      1    0.0%    0.0%  Function: ^callback node:internal/streams/writable:550:44
      1    0.0%    0.0%  Function: ^basename node:path:1306:11
      1    0.0%    0.0%  Function: ^allocate node:buffer:397:18
      1    0.0%    0.0%  Function: ^alloc node:buffer:359:30
      1    0.0%    0.0%  Function: ^addChunk node:internal/streams/readable:304:18
      1    0.0%    0.0%  Function: ^_write node:internal/streams/writable:283:16
      1    0.0%    0.0%  Function: ^_transform /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/winston/lib/winston/logger.js:275:13
      1    0.0%    0.0%  Function: ^_flush node:_http_outgoing:933:51
      1    0.0%    0.0%  Function: ^_addListener node:events:418:22
      1    0.0%    0.0%  Function: ^Writable.write /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_writable.js:288:37
      1    0.0%    0.0%  Function: ^Timestamp /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/timestamp.js:26:23
      1    0.0%    0.0%  Function: ^Stats._checkModeProperty node:internal/fs/utils:517:46
      1    0.0%    0.0%  Function: ^Socket._writev node:net:801:36
      1    0.0%    0.0%  Function: ^ServerResponse node:_http_server:178:24
      1    0.0%    0.0%  Function: ^ServerDescription /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/server_description.js:34:16
      1    0.0%    0.0%  Function: ^Readable node:internal/streams/readable:181:18
      1    0.0%    0.0%  Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    0.0%    0.0%  Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    0.0%    0.0%  Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1    0.0%    0.0%  Function: ^Long.fromNumber /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/long.js:130:32
      1    0.0%    0.0%  Function: ^Immediate node:internal/timers:600:14
      1    0.0%    0.0%  Function: ^Accepts /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/accepts/index.js:32:18
      1    0.0%    0.0%  Function: ^<anonymous> file:///home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/src/app.js:41:9
      1    0.0%    0.0%  Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/logform/timestamp.js:14:25
      1    0.0%    0.0%  Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/index.js:598:43
      1    0.0%    0.0%  Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express-session/index.js:220:28
      1    0.0%    0.0%  Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/engine.io/build/server.js:479:30
      1    0.0%    0.0%  Function: *wasm-function[15]

 [C++]:
   ticks  total  nonlib   name
    413    2.0%    9.1%  __libc_read
    311    1.5%    6.8%  __libc_open
    298    1.5%    6.5%  writev
    190    0.9%    4.2%  syscall
    174    0.9%    3.8%  __pthread_cond_wait
    109    0.5%    2.4%  epoll_pwait
     80    0.4%    1.8%  __libc_write
     79    0.4%    1.7%  access
     79    0.4%    1.7%  __pthread_cond_signal
     75    0.4%    1.6%  __libc_malloc
     71    0.4%    1.6%  __write
     63    0.3%    1.4%  fwrite
     40    0.2%    0.9%  cfree
     21    0.1%    0.5%  __GI___pthread_mutex_lock
     19    0.1%    0.4%  __mprotect
     17    0.1%    0.4%  __getpid
     15    0.1%    0.3%  __lll_lock_wait
     11    0.1%    0.2%  __GI___pthread_mutex_unlock
     10    0.0%    0.2%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     10    0.0%    0.2%  operator delete(void*)
     10    0.0%    0.2%  __GI___pthread_rwlock_wrlock
     10    0.0%    0.2%  __GI___pthread_rwlock_unlock
     10    0.0%    0.2%  _IO_file_xsputn
      8    0.0%    0.2%  operator new(unsigned long)
      8    0.0%    0.2%  __errno_location
      7    0.0%    0.2%  std::ostream::sentry::sentry(std::ostream&)
      5    0.0%    0.1%  operator delete[](void*)
      4    0.0%    0.1%  __pthread_enable_asynccancel
      4    0.0%    0.1%  __munmap
      4    0.0%    0.1%  __mmap
      4    0.0%    0.1%  __GI___pthread_getspecific
      3    0.0%    0.1%  __GI___pthread_once
      2    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      2    0.0%    0.0%  posix_memalign
      2    0.0%    0.0%  accept4
      2    0.0%    0.0%  __getpagesize
      2    0.0%    0.0%  __clock_gettime
      1    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const
      1    0.0%    0.0%  std::ostream::operator<<(int)
      1    0.0%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      1    0.0%    0.0%  std::locale::id::_M_id() const
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  getrusage
      1    0.0%    0.0%  do_futex_wait.constprop.0
      1    0.0%    0.0%  _IO_default_xsputn

 [Summary]:
   ticks  total  nonlib   name
   2350   11.6%   51.6%  JavaScript
   2182   10.8%   47.9%  C++
   1070    5.3%   23.5%  GC
  15681   77.5%          Shared libraries
     26    0.1%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    311   19.9%    1.5%  __libc_open
    298   19.0%    1.5%  writev
    225   14.4%    1.1%  __libc_read
    190   12.1%    0.9%  syscall
     79    5.0%    0.4%  access
     79    5.0%    0.4%  __libc_write
     62    4.0%    0.3%  __libc_malloc
     60    3.8%    0.3%  fwrite
     56    3.6%    0.3%  __pthread_cond_signal
     42    2.7%    0.2%  __write
     27    1.7%    0.1%  cfree
     17    1.1%    0.1%  __getpid
     16    1.0%    0.1%  __GI___pthread_mutex_lock
     10    0.6%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     10    0.6%    0.0%  __GI___pthread_rwlock_wrlock
     10    0.6%    0.0%  _IO_file_xsputn
      9    0.6%    0.0%  __GI___pthread_rwlock_unlock
      8    0.5%    0.0%  __mprotect
      8    0.5%    0.0%  __errno_location
      7    0.4%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      7    0.4%    0.0%  operator delete(void*)
      6    0.4%    0.0%  operator new(unsigned long)
      5    0.3%    0.0%  __GI___pthread_mutex_unlock
      3    0.2%    0.0%  __pthread_enable_asynccancel
      3    0.2%    0.0%  __GI___pthread_once
      2    0.1%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      2    0.1%    0.0%  posix_memalign
      2    0.1%    0.0%  __getpagesize
      1    0.1%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const
      1    0.1%    0.0%  std::ostream::operator<<(int)
      1    0.1%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      1    0.1%    0.0%  std::locale::id::_M_id() const
      1    0.1%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.1%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      1    0.1%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.1%    0.0%  operator delete[](void*)
      1    0.1%    0.0%  __clock_gettime
      1    0.1%    0.0%  __GI___pthread_getspecific
      1    0.1%    0.0%  _IO_default_xsputn

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  15031   74.3%  /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
   9125   60.7%    /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
   1035   11.3%      LazyCompile: *compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:569:21
    625   60.4%        LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
    501   80.2%          LazyCompile: *render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:133:40
    501  100.0%            LazyCompile: *render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/application.js:531:29
    124   19.8%          Function: ^render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:133:40
    124  100.0%            LazyCompile: *render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/application.js:531:29
    293   28.3%        LazyCompile: *includeFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:307:21
    242   82.6%          LazyCompile: *<anonymous> :1:20
    242  100.0%            LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
     51   17.4%          Function: ^include /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:685:30
     51  100.0%            Function: ^<anonymous> :1:20
     64    6.2%        LazyCompile: *handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
     64  100.0%          Function: ^includeFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:307:21
     61   95.3%            LazyCompile: *<anonymous> :1:20
      3    4.7%            Function: ^include /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:685:30
     53    5.1%        Function: ^compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:379:35
     53  100.0%          Function: ^handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
     28   52.8%            Function: ^includeFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:307:21
     25   47.2%            Function: ^tryHandleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:252:24
   1007   11.0%      /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
    472   46.9%        LazyCompile: *scanLine /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:803:22
    446   94.5%          LazyCompile: *<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:730:32
    443   99.3%            LazyCompile: *compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:569:21
     26    5.5%          Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:730:32
     25   96.2%            LazyCompile: *compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:569:21
      1    3.8%            /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
    180   17.9%        LazyCompile: *Template /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:507:18
     92   51.1%          LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
     75   81.5%            LazyCompile: *render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:133:40
     17   18.5%            Function: ^render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:133:40
     62   34.4%          LazyCompile: *includeFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:307:21
     53   85.5%            LazyCompile: *<anonymous> :1:20
      9   14.5%            Function: ^include /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:685:30
     18   10.0%          LazyCompile: *handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
     18  100.0%            Function: ^includeFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:307:21
      8    4.4%          Function: ^compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:379:35
      8  100.0%            Function: ^handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
     71    7.1%        LazyCompile: *<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/logform/timestamp.js:14:25
     71  100.0%          LazyCompile: *Writable.write /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_writable.js:288:37
     71  100.0%            LazyCompile: *ondata /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:679:18
     44    4.4%        LazyCompile: *header /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/response.js:759:29
     44  100.0%          LazyCompile: *send /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/response.js:107:25
     43   97.7%            LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
      1    2.3%            Function: ^done /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/response.js:1011:27
     44    4.4%        LazyCompile: *expressInit /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/middleware/init.js:29:30
     44  100.0%          LazyCompile: *trim_prefix /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:288:23
     44  100.0%            LazyCompile: *next /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:176:16
     29    2.9%        LazyCompile: *<anonymous> :1:20
     24   82.8%          LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
     20   83.3%            LazyCompile: *render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:133:40
      4   16.7%            Function: ^render /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/view.js:133:40
      5   17.2%          LazyCompile: *<anonymous> :1:20
      5  100.0%            LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
     22    2.2%        LazyCompile: *pipe /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/send/index.js:510:43
     22  100.0%          LazyCompile: *serveStatic /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/serve-static/index.js:72:31
     22  100.0%            LazyCompile: *trim_prefix /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:288:23
     21    2.1%        LazyCompile: *format /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/content-type/index.js:65:17
     21  100.0%          LazyCompile: *send /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/response.js:107:25
     21  100.0%            LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
     15    1.5%        LazyCompile: *preferredEncodings /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/negotiator/lib/encoding.js:138:28
     13   86.7%          LazyCompile: *onResponseHeaders /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/compression/index.js:140:47
     13  100.0%            LazyCompile: *writeHead /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/on-headers/index.js:28:29
      2   13.3%          Function: ^encodings /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/negotiator/index.js:52:52
      2  100.0%            Function: ^Accepts.encoding.Accepts.encodings /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/accepts/index.js:127:40
     11    1.1%        LazyCompile: *exports.escapeXML /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/utils.js:94:30
     11  100.0%          Function: ^<anonymous> :1:20
      8   72.7%            LazyCompile: *<anonymous> :1:20
      2   18.2%            Function: ^anonymous /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:684:59
      1    9.1%            LazyCompile: *exports.renderFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:439:31
    491    5.4%      LazyCompile: *authenticate /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/passport/lib/middleware/authenticate.js:94:31
    491  100.0%        LazyCompile: *trim_prefix /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:288:23
