Statistical profiling result from fork-ccl-v8.log, (2357 ticks, 1 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     42  100.0%          Function: ^handle /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/layer.js:86:49
     42  100.0%            Function: ^next /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/route.js:114:16
      1    2.3%        LazyCompile: ~showAppInfo file:///home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/src/controllers/webServerController.js:27:28
      1  100.0%          Function: ^handle /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: ~next /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/route.js:114:16
     34    3.2%      Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     28   82.4%        Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      5   17.9%          Function: ~<anonymous> node:crypto:1:1
      5  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4   14.3%          Function: ~<anonymous> node:http:1:1
      4  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    7.1%          Function: ~<anonymous> node:tls:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    7.1%          Function: ~<anonymous> node:internal/cluster/primary:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    7.1%          Function: ~<anonymous> node:internal/child_process:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    7.1%          Function: ~<anonymous> node:_http_agent:1:1
      2  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          LazyCompile: ~lazyLoadStreams node:fs:2841:25
      1  100.0%            LazyCompile: ~get ReadStream node:fs:2984:17
      1    3.6%          LazyCompile: ~initCJSParse node:internal/modules/esm/translators:63:28
      1  100.0%            LazyCompile: ~commonjsStrategy node:internal/modules/esm/translators:168:60
      1    3.6%          Function: ~<anonymous> node:tty:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:cluster:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:child_process:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:assert:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:_tls_common:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:_http_common:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.6%          Function: ~<anonymous> node:_http_client:1:1
      1  100.0%            Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      5   14.7%        Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      5  100.0%          Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      5  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1    2.9%        LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1  100.0%          LazyCompile: ~loadNativeModule node:internal/modules/cjs/helpers:44:26
      1  100.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
     18    1.7%      LazyCompile: *compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:569:21
     18  100.0%        Function: ^compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:379:35
     18  100.0%          Function: ^handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
     10   55.6%            Function: ^tryHandleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:252:24
      8   44.4%            Function: ^includeFile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:307:21
     18    1.7%      Function: ^openSync node:fs:576:18
     18  100.0%        Function: ^readFileSync node:fs:450:22
      9   50.0%          Function: ^fileLoader /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:290:20
      8   88.9%            Function: ^handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
      1   11.1%            LazyCompile: ~handleCache /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:208:21
      7   38.9%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      5   71.4%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      2   28.6%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1    5.6%          LazyCompile: ~Module._extensions..json node:internal/modules/cjs/loader:1158:39
      1  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1    5.6%          Function: ^cjsPreparseModuleExports node:internal/modules/esm/translators:212:34
      1  100.0%            Function: ^commonjsStrategy node:internal/modules/esm/translators:168:60
     16    1.5%      LazyCompile: *scanLine /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:803:22
     12   75.0%        LazyCompile: *<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:730:32
     10   83.3%          LazyCompile: *compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:569:21
     10  100.0%            Function: ^compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:379:35
      2   16.7%          /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      2  100.0%            Function: ^generateSource /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:709:28
      4   25.0%        Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:730:32
      2   50.0%          LazyCompile: *compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:569:21
      2  100.0%            Function: ^compile /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:379:35
      2   50.0%          /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      2  100.0%            Function: ^generateSource /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/ejs/lib/ejs.js:709:28
     14    1.3%      Function: ^authenticate /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/passport/lib/middleware/authenticate.js:94:31
      8   57.1%        Function: ^handle /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/layer.js:86:49
      8  100.0%          Function: ^trim_prefix /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:288:23
      7   87.5%            LazyCompile: *next /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:176:16
      1   12.5%            Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:275:64
      6   42.9%        LazyCompile: *trim_prefix /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:288:23
      6  100.0%          LazyCompile: *next /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/express/lib/router/index.js:176:16
      6  100.0%            Function: ^initialize /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/passport/lib/middleware/initialize.js:51:29
     11    1.0%      LazyCompile: *nextTick node:internal/process/task_queues:104:18
      3   27.3%        Function: ^endReadable node:internal/streams/readable:1326:21
      3  100.0%          Function: ^Readable.read node:internal/streams/readable:394:35
      2   66.7%            Function: ^flow node:internal/streams/readable:1009:14
      1   33.3%            Function: ^resume_ node:internal/streams/readable:985:17
      2   18.2%        Function: ^resume node:internal/streams/readable:978:16
      2  100.0%          Function: ^Readable.resume node:internal/streams/readable:964:37
      2  100.0%            Function: ^_dump node:_http_incoming:364:49
      2   18.2%        Function: ^onwrite node:internal/streams/writable:425:17
      2  100.0%          Function: ^afterWriteDispatched node:internal/stream_base_commons:159:30
      1   50.0%            Function: ^writevGeneric node:internal/stream_base_commons:126:23
      1   50.0%            Function: ^writeGeneric node:internal/stream_base_commons:151:22
      2   18.2%        Function: ^maybeReadMore /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:558:23
      2  100.0%          Function: ^addChunk /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:295:18
      2  100.0%            Function: ^readableAddChunk /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:249:26
      1    9.1%        Function: ^onwrite /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_writable.js:444:17
      1  100.0%          Function: ^WritableState.onwrite /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_writable.js:159:27
      1  100.0%            Function: ^log /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/winston/lib/winston/transports/console.js:44:6
      1    9.1%        Function: ^onDestroy node:internal/streams/destroy:73:21
      1  100.0%          Function: ^onError node:_http_incoming:374:17
      1  100.0%            Function: ^_destroy node:_http_incoming:176:55
     11    1.0%      Function: ^stat node:internal/modules/cjs/loader:151:14
      7   63.6%        Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      7  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      7  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      4   36.4%        Function: ^tryFile node:internal/modules/cjs/loader:384:17
      4  100.0%          Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      4  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
     35    1.9%    LazyCompile: *compileFunction node:vm:308:25
     21   60.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     21  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
     21  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     21  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     14   40.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
     14  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     14  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     14  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36

    116    4.9%  epoll_pwait

     58    2.5%  __write
     36   62.1%    /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      3    8.3%      /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      1   33.3%        LazyCompile: ~primordials.SafePromisePrototypeFinally node:internal/per_context/primordials:409:43
      1  100.0%          LazyCompile: ~readFile node:internal/fs/promises:786:24
      1  100.0%            /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      1   33.3%        LazyCompile: ~module.exports /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/minimist/index.js:1:27
      1  100.0%          Script: ~<anonymous> file:///home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/src/config.js:1:1
      1  100.0%            /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      1   33.3%        LazyCompile: ~forProperties /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/winston/lib/winston/common.js:52:16
      1  100.0%          Function: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/winston/lib/winston.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      2    5.6%      LazyCompile: ~listOnTimeout node:internal/timers:505:25
      2  100.0%        Function: ^processTimers node:internal/timers:485:25
      1    2.8%      LazyCompile: ~value node:internal/console/constructor:320:20
      1  100.0%        LazyCompile: ~log node:internal/console/constructor:358:6
      1  100.0%          /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      1  100.0%            LazyCompile: ~showAppInfo file:///home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/src/controllers/webServerController.js:27:28
      1    2.8%      LazyCompile: ~validate_config /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/@mapbox/node-pre-gyp/lib/util/versioning.js:195:25
      1  100.0%        LazyCompile: ~exports.find /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/@mapbox/node-pre-gyp/lib/pre-binding.js:17:24
      1  100.0%          Function: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bcrypt/bcrypt.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1    2.8%      LazyCompile: ~update /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology_description.js:142:11
      1  100.0%        Function: ^serverUpdateHandler /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:366:24
      1  100.0%          Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:530:53
      1  100.0%            Function: ^emit node:events:340:44
      1    2.8%      LazyCompile: ~transform /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/logform/printf.js:10:12
      1  100.0%        Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/logform/combine.js:17:10
      1  100.0%          Function: ^_write /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/winston-transport/index.js:69:51
      1  100.0%            Function: ^doWrite /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_writable.js:404:17
      1    2.8%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%        LazyCompile: ~tryFile node:internal/modules/cjs/loader:384:17
      1  100.0%          LazyCompile: ~tryPackage node:internal/modules/cjs/loader:338:20
      1  100.0%            LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1    2.8%      LazyCompile: ~realpathSync node:fs:2408:22
      1  100.0%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%          LazyCompile: ~tryFile node:internal/modules/cjs/loader:384:17
      1  100.0%            LazyCompile: ~tryPackage node:internal/modules/cjs/loader:338:20
      1    2.8%      LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.8%      LazyCompile: ~processIncomingData /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1  100.0%        Function: ^_write /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/message_stream.js:26:11
      1  100.0%          Function: ^writeOrBuffer node:internal/streams/writable:365:23
      1  100.0%            Function: ^_write node:internal/streams/writable:283:16
      1    2.8%      LazyCompile: ~open node:internal/fs/promises:449:20
      1  100.0%        LazyCompile: ~readFile node:internal/fs/promises:786:24
      1  100.0%          LazyCompile: ~defaultGetSource node:internal/modules/esm/get_source:25:32
      1  100.0%            LazyCompile: ~defaultLoad node:internal/modules/esm/load:7:27
      1    2.8%      LazyCompile: ~onParseError node:internal/url:551:22
      1  100.0%        /home/sereprec/.nvm/versions/node/v16.13.0/bin/node
      1  100.0%          Function: ^URL node:internal/url:620:14
      1  100.0%            LazyCompile: ~defaultResolve node:internal/modules/esm/resolve:981:24
      1    2.8%      LazyCompile: ~compareTopologyVersion /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/server_description.js:184:32
      1  100.0%        Function: ^isStaleServerDescription /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:660:34
      1  100.0%          LazyCompile: ~serverUpdateHandler /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:366:24
      1  100.0%            Function: ^<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:530:53
      1    2.8%      LazyCompile: ~command /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/connection.js:162:12
      1  100.0%        LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/server.js:184:42
      1  100.0%          LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/connection_pool.js:265:23
      1  100.0%            LazyCompile: ~processWaitQueue /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/connection_pool.js:418:26
      1    2.8%      LazyCompile: ~checkServer /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/monitor.js:139:21
      1  100.0%        LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/monitor.js:223:12
      1  100.0%          LazyCompile: ~executeAndReschedule /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/utils.js:788:34
      1  100.0%            LazyCompile: ~listOnTimeout node:internal/timers:505:25
      1    2.8%      LazyCompile: ~afterConnect node:net:1119:22
      1    2.8%      LazyCompile: ~_storeHeader node:_http_outgoing:374:22
      1  100.0%        LazyCompile: ~writeHead node:_http_server:269:19
      1  100.0%          LazyCompile: ~writeHead /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/on-headers/index.js:28:29
      1  100.0%            LazyCompile: ~writeHead /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/on-headers/index.js:28:29
      1    2.8%      LazyCompile: ~_addListener node:events:418:22
      1  100.0%        Function: ^addListener node:events:486:58
      1  100.0%          LazyCompile: ~Readable.on /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:804:34
      1  100.0%            LazyCompile: ~Readable.pipe /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:608:36
      1    2.8%      LazyCompile: ~URL node:internal/url:620:14
      1  100.0%        LazyCompile: ~pathToFileURL node:internal/url:1455:23
      1  100.0%          LazyCompile: ~<anonymous> node:internal/modules/run_main:47:29
      1  100.0%            LazyCompile: ~loadESM node:internal/process/esm_loader:85:41
      1    2.8%      LazyCompile: ~TopologyDescription /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology_description.js:29:16
      1  100.0%        LazyCompile: ~update /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology_description.js:142:11
      1  100.0%          LazyCompile: ~serverUpdateHandler /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:366:24
      1  100.0%            LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/topology.js:530:53
      1    2.8%      LazyCompile: ~SchemaType /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongoose/lib/schematype.js:40:20
      1  100.0%        LazyCompile: ~SchemaString /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongoose/lib/schema/string.js:24:22
      1  100.0%          LazyCompile: ~Schema.interpretAsType /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongoose/lib/schema.js:919:44
      1  100.0%            LazyCompile: ~Schema.path /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongoose/lib/schema.js:655:33
      1    2.8%      LazyCompile: ~Pager.set /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/memory-pager/index.js:81:32
      1  100.0%        LazyCompile: ~Bitfield /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%          LazyCompile: ~Bitfield /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%            LazyCompile: ~read /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/saslprep/lib/memory-code-points.js:15:14
      1    2.8%      LazyCompile: ~Long.isLong /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/long.js:236:28
      1  100.0%        LazyCompile: ~Long.equals /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/long.js:427:38
      1  100.0%          LazyCompile: ~Long.eq /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/long.js:435:34
      1  100.0%            LazyCompile: ~Long.negate /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/long.js:612:38
      1    2.8%      LazyCompile: ~IncomingMessage node:_http_incoming:51:25
      1  100.0%        LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    2.8%      LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/utils.js:791:12
      1  100.0%        LazyCompile: ~done /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/monitor.js:225:22
      1  100.0%          LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/monitor.js:231:30
      1  100.0%            LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sdam/monitor.js:201:52
      1    2.8%      LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/utils.js:496:13
      1  100.0%        LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/operations/execute_operation.js:48:47
      1  100.0%          LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/utils.js:496:13
      1  100.0%            LazyCompile: ~completeEndSession /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/sessions.js:138:40
      1    2.8%      LazyCompile: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/auth/scram.js:152:83
      1  100.0%        LazyCompile: ~messageHandler /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/connection.js:416:35
      1  100.0%          Function: ^emit node:events:340:44
      1  100.0%            LazyCompile: ~processIncomingData /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1    2.8%      Function: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/socket.io/dist/uws.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.8%      Function: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/readable-stream/lib/_stream_readable.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.8%      Function: ~<anonymous> /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/faker/index.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.8%      Function: ^serializeInto /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/parser/serializer.js:550:23
      1  100.0%        Function: ^serializeObject /home/sereprec/Escritorio/CoderHouse/Backend/Clase32/desafio16-PrellezoSergio/node_modules/bson/lib/parser/serializer.js:258:25
